"area_sqft","bedroom","bathroom","type","year_built","heating","cooling","parking","elementrary_rating","middle_school_rating","high_school_rating","annual_tax_amount","zestimate"
,3,,"Single",1994,,,,4,,4,,436794
3218,5,3,"Single",2019,"ForcedAir","Central",,5,1,4,,746269
1300,3,2,"Mobile",2007,"ForcedAir","Central",,3,1,4,,180001
,4,,"Single",1919,,,,4,,4,,430675
1839,3,2,"Single",2012,"ForcedAir","Central",,5,1,4,,564695
,3,,"Single",2006,,"Central",,1,1,4,,430295
1000,3,1,"Single",1978,"ForcedAir",,,2,3,4,,385836
,4,,"Single",2001,,,,5,1,4,,521761
1740,3,2.5,"Single",1991,"ForcedAir","Central",,4,,4,,429887
,4,,"Single",1972,,,,4,3,4,,356754
955,3,1,"Single",1952,"ForcedAir","Central",,1,1,4,,428082
2036,4,3,"Single",2017,"ForcedAir","Central",,3,3,4,,600003
1440,2,2,"Mobile",,"ForcedAir","Central",,3,3,4,,126431
1101,2,2,"Single",1994,,"Central",,1,1,4,,451457
2384,5,4,"Single",2019,"ForcedAir","Central",,5,1,4,,653327
621,1,1,"Townhouse",1989,,"Wall",,1,1,4,,213434
527,1,1,"Condo",1989,"ForcedAir","Central",,1,1,3,,195000
1952,3,3,"Single",2014,"Gas","Central",,5,1,4,,552017
,4,,"Single",1974,"ForcedAir","Central",,1,1,3,,437935
884,2,2,"Condo",1989,"Baseboard",,,1,1,4,,242923
1345,3,1,"Single",1951,"Wall",,,1,1,4,,694163
3168,6,4,"Single",2003,"ForcedAir","Central",,5,1,4,,630483
,5,,,2014,,"Central",,4,3,4,,511545
1625,3,2,"Single",1981,,"Central",,3,3,4,,442857
,3,,"Single",1954,,,,1,1,4,,337883
1094,3,1,"Single",1973,"Wall","Wall",,2,3,4,,329677
846,2,1,"Single",1943,"Wall","Central",,3,3,4,,309128
1495,3,3,"Single",1986,"ForcedAir","Central",,3,1,4,,468209
,5,,"Single",2015,,"Central",,5,1,4,,706722
1440,2,2,"Mobile",1978,"ForcedAir","Central",,3,3,4,,105525
1870,4,3,"Single",1998,,"Central",,3,3,4,,468081
2232,4,3,"Single",2005,"ForcedAir","Central",,3,3,4,,468004
1915,4,3,"Townhouse",1990,"ForcedAir","Central",,4,,4,,549802
,,,"Mobile",,,,,3,3,4,,90058
1770,4,2,"Mobile",1978,"ForcedAir","Central",,3,3,4,,200375
,3,,"Single",1975,,"Central",,3,3,4,,389894
1143,3,2,"Single",1984,"ForcedAir","Central",,3,3,4,,375003
3612,5,5,"Single",2007,"ForcedAir","Central",,5,1,4,,798036
3275,5,3,"Single",2004,,"Central",,5,1,4,,609216
882,2,1,"Single",1952,"ForcedAir","Central",,3,3,4,,390001
2391,4,3,"Single",2016,"ForcedAir","Central",,5,1,4,,619804
1028,3,2,"Single",1985,"ForcedAir","Central",,3,3,4,,356208
,3,,"Single",1958,,"Wall",,6,3,4,,373135
2390,5,3,"Single",2000,"ForcedAir","Central",,4,,4,,542021
2031,4,3,"Single",2006,"ForcedAir","Central",,3,3,4,,469903
,2,,"Single",1968,,,,1,1,4,,334318
,3,,"Single",1956,,,,6,3,4,,364087
1445,2,2,"Mobile",,"ForcedAir","Central",,3,3,4,,199005
1448,3,3,"Single",2004,"ForcedAir","Central",,1,1,4,,399003
1631,5,5,"Single",1954,,,,3,3,4,,509000
1387,3,2,"Single",1974,"ForcedAir","Central",,4,3,4,,449003
,4,,"Townhouse",1974,"Wall",,,2,3,4,,338524
1492,4,2,"Single",1965,"ForcedAir","Central",,6,3,4,,413517
871,2,1,"Single",1918,"Electric",,,4,,4,,313803
1440,3,2,"Mobile",,"ForcedAir","Central",,3,3,4,,114045
,3,,"Single",1991,"ForcedAir",,,5,1,4,,530746
1386,3,2,"Single",1972,"ForcedAir","Central",,4,3,4,,429099
,4,,"Single",2005,,"Central",,3,3,4,,489004
2226,3,3.5,"Single",2019,,,,3,6,4,,865225
,2,,"Condo",1985,"ForcedAir","Central",,5,6,9,,528231
,3,,"Single",1950,,,,5,6,9,,688611
1790,3,2,"Single",1985,"ForcedAir","Central",,9,6,9,,970105
1858,3,3.5,"Single",2019,,,,3,6,4,,815900
800,2,1,"Condo",1978,"ForcedAir","Central",,7,6,9,,439709
1087,3,1,"Single",1950,"Gas","Wall",,,,,,661402
,2,,"Condo",1985,,"Central",,5,6,9,,510825
1686,3,3,"Single",2002,,"Central",,3,6,4,,695463
1599,3,3,"Townhouse",1984,"ForcedAir","Central",,6,6,9,,586769
,3,,"Single",1950,,,,5,6,9,,634044
2496,5,3,"Single",1989,"ForcedAir","Central",,8,6,9,,1145538
2227,3,2.5,"Single",2019,,,,3,6,4,,858627
1897,4,3,"Single",1961,"ForcedAir","Central",,7,6,9,,1000206
1197,2,2,"Townhouse",1983,"ForcedAir","Central",,6,6,9,,501327
1248,2,2,"Condo",1981,"ForcedAir","Central",,8,6,9,,499001
1121,2,3,"Townhouse",1985,"ForcedAir","Central",,5,6,9,,519739
1999,3,3,"Single",1986,"ForcedAir","Central",,8,6,9,,985072
2018,3,3,"Single",1980,"ForcedAir","Central",,9,6,9,,905053
1709,4,2,"Single",1948,"ForcedAir","Central",,7,6,9,,962202
1042,3,1,"Single",1950,"ForcedAir","Central",,5,6,9,,755627
2307,4,3,"Single",1999,"ForcedAir","Central",,3,6,4,,788052
3400,5,3,"Single",1957,"ForcedAir","Central",,8,6,9,,1861466
1581,2,2,"Single",1946,,,,8,6,9,,987218
1379,2,2,"Condo",1981,"ForcedAir","Central",,9,6,9,,579726
2405,4,3,"Single",1980,"ForcedAir","Central",,9,6,9,,1008628
1425,3,3,"Townhouse",1973,"ForcedAir","Central",,6,6,9,,579977
,2,,"Multiple",1973,"ForcedAir",,,6,6,9,,304161
2310,4,3.5,"Single",2019,,,,3,6,4,,907840
1422,4,2,"Single",1963,"ForcedAir","Central",,9,6,9,,716953
1087,3,1,"Single",1950,"ForcedAir","Central",,3,6,4,,659138
2213,4,3,"Single",1988,"ForcedAir","Central",,9,6,9,,949350
1247,3,2,"Single",1959,"ForcedAir","Central",,5,6,9,,709708
,,,"Multiple",1972,,,,5,6,9,,1788888
1041,2,2,"Condo",1992,"ForcedAir","Central",,3,6,4,,529487
1742,4,3,"Townhouse",1983,"ForcedAir","Central",,6,6,9,,580293
,3,,"Single",1950,,,,5,6,9,,658600
,3,,"Single",1951,,,,5,6,9,,631491
1087,3,1,"Single",1950,"Wall","Wall",,3,6,4,,613426
2045,3,2,"Single",1971,"ForcedAir","Central",,7,6,9,,1057926
1131,2,2,"Condo",1981,,"Central",,8,6,9,,459001
3518,5,5,"Single",2018,"ForcedAir","Central",,9,6,9,,1395012
1020,2,1,"Single",1949,"Wall",,,8,6,9,,653879
1538,3,3,"Condo",1980,"ForcedAir","Central",,8,6,9,,586065
3991,5,6,"Single",2000,"ForcedAir","Central","Garage",8,8,9,28283,1892081
5411,5,5,"Single",1999,"ForcedAir","Central","3 spaces",8,8,9,31094,2885499
4959,4,6,"Single",2006,"ForcedAir","Central","Garage",10,8,9,24695,2110021
,2,,"Condo",1991,,,"Garage",9,9,9,2890,490388
1377,3,2,"Single",1965,,,"2 spaces",7,9,9,5462,933245
,4,,"Single",1976,,,"Garage",10,8,9,12172,1595743
5186,5,6,"Single",2019,"ForcedAir","Central","Garage",10,8,9,11233,2918084
1130,3,2,"Townhouse",1971,"ForcedAir","Central","2 spaces",8,9,9,4695,645340
,2,,"Condo",1972,,,"1 space",9,9,9,4700,435113
6572,5,6,"Single",1997,"ForcedAir","Central","Garage",10,8,9,24539,3403265
,3,,"Single",1994,"Electric",,"3 spaces",7,9,9,4277,796479
1536,3,3,"Single",1975,"ForcedAir","Central","Garage",8,8,9,3602,1020000
1480,2,3,"Single",1985,"ForcedAir","Central","2 spaces",9,9,9,6635,823784
,2,,"Single",1987,"Gas",,"Garage",7,9,9,9072,692627
,4,,"Single",1959,,,"Garage",7,9,9,7250,896468
1971,4,3,"Single",1993,"ForcedAir","Central","2 spaces",8,9,9,8908,1179848
1708,3,3,"Single",1986,"ForcedAir","Central","Garage",7,9,9,4477,806672
2402,4,4,"Single",2019,,,,7,9,9,,1075265
810,2,1,"Condo",1971,"ForcedAir","Central","Garage",9,9,9,,477464
1744,3,3,"Single",1971,,,"Garage",10,9,9,3105,989264
1440,3,2,"Mobile",,,,,10,8,9,,239977
3686,4,4,"Single",1985,"ForcedAir","Central","Garage",9,9,9,8322,1751720
7840,5,6,"Single",2002,"ForcedAir","Central","Garage",8,8,8,29544,3411124
3270,5,3,"Single",1990,"ForcedAir","Central","3 spaces",10,8,9,11346,1696008
860,2,2,"Townhouse",1985,"ForcedAir","Central","Garage",8,8,9,2605,612261
1540,3,2,"Mobile",2009,"ForcedAir","Central","2 spaces",10,8,9,,375066
6997,5,6,"Single",2000,"ForcedAir","Central","Garage",8,8,9,34509,3372785
3830,6,4,"Single",1996,"ForcedAir","Central","Garage",9,9,9,17335,2095310
1467,3,2,"Single",1970,"ForcedAir",,"Garage",9,9,9,1013,917966
903,2,1,"Condo",1972,"ForcedAir","Central","Garage",9,9,9,,488108
7420,7,8,"Single",2019,"ForcedAir","Central","Garage",10,8,9,14510,3873570
6608,5,7,"Single",2001,"ForcedAir","Central","Garage",8,8,8,35436,2772272
2066,4,3.5,"Single",2019,,,,7,9,9,,1058434
1630,3,2,"Single",1957,"ForcedAir","Central","Garage",7,9,9,4423,1176170
1567,3,2,"Single",1984,"ForcedAir","Central","Garage",7,9,9,5511,1002929
941,2,2,"Townhouse",1971,"ForcedAir","Central","Garage",,,,7640,742269
988,2,2,"Townhouse",1971,"ForcedAir","Central","Garage",8,9,9,2150,538891
3385,4,3,"Single",1988,"ForcedAir","Central","3 spaces",9,9,9,15488,2181403
1146,2,2,"Townhouse",1983,"ForcedAir","Central","Garage",,,,5199,675001
2066,4,4,"Single",2019,,,,7,9,9,,1051905
6847,7,8,"Single",2000,"ForcedAir","Central","4 spaces",8,8,9,31486,3016132
1221,2,3,"Townhouse",1986,"ForcedAir","Central","1 space",8,8,9,5028,699777
1489,4,2,"Single",1975,"ForcedAir","Central","Garage",9,9,9,9603,1065369
1620,3,3,"Single",1994,,"Central","1 space",7,9,9,4218,949953
1490,3,3,"Townhouse",1986,"ForcedAir","Central","Garage",9,9,9,3222,857242
2088,4,3,"Single",1971,"ForcedAir","Central","Garage",7,9,9,3765,1311093
1747,4,2,"Single",1971,"ForcedAir","Central","Garage",10,9,9,6598,969000
1792,3,3,"Townhouse",1990,"ForcedAir","Central","Garage",9,9,9,5374,839359
1886,3,3,"Single",1969,"ForcedAir","Central","2 spaces",9,9,9,12238,1208630
1044,2,2,"Mobile",,,,,10,8,9,,274965
4672,4,5,"Single",1999,"ForcedAir","Central","3 spaces",8,8,8,27147,2358587
5642,4,4,"Single",2001,"ForcedAir","Central","4 spaces",8,8,9,27588,2604153
1831,4,2,"Single",1971,"ForcedAir","Central","2 spaces",10,9,9,1154,1030353
1766,3,3,"Single",2018,"ForcedAir","Central","Garage",7,9,9,1755,1169006
2462,4,3,"Single",2019,,,,7,9,9,,1228634
2402,4,4,"Single",2019,,,,7,9,9,,1127321
7000,10,4,"Single",1995,"ForcedAir",,,8,8,9,,7205496
1344,2,2,"Mobile",,,,,10,8,9,,174983
650,2,1,"Mobile",2000,,,,10,8,9,,136073
1853,4,2,"Single",1985,"ForcedAir","Central","Garage",8,9,9,2706,1133965
2144,5,4,"Townhouse",2017,"ForcedAir","Central","Garage",10,9,9,1924,1130549
,3,,"Single",1999,,,"Garage",8,8,9,3133,724809
1925,3,3,"Townhouse",1981,"ForcedAir","Central","Garage",9,9,9,2775,849944
1043,2,2,"Condo",1991,"ForcedAir","Central","2 spaces",9,9,9,5984,549805
5660,5,5,"Single",2008,"ForcedAir","Central","Garage",10,8,9,27880,3002224
1512,3,2,"Mobile",,,,,10,8,9,,326433
1806,3,2,"Single",1955,"ForcedAir","Central","Garage",7,9,9,2382,1108477
1560,3,2,"Mobile",2004,,,,10,8,9,,359001
1650,3,3,"Single",1996,"ForcedAir","Central","2 spaces",9,9,9,9868,1016146
2537,3,3,"Single",2002,"ForcedAir","Central","3 spaces",8,8,9,11237,1475033
4183,5,5,"Single",2007,"ForcedAir","Central","3 spaces",10,8,9,22183,2274474
2301,4,3,"Single",2019,,,,7,9,9,,1227172
2462,4,3,"Single",2019,,,,7,9,9,,1267539
,4,,"Single",1994,,,"Garage",7,9,9,7818,834874
2029,4,3,"Single",1999,"ForcedAir","Central","2 spaces",7,9,9,7950,1006960
5249,4,5,"Single",2003,"ForcedAir","Central","Garage",10,8,9,26043,2537439
2933,3,3,"Single",1997,"ForcedAir","Central","Garage",10,8,9,2245,1499910
1296,2,2,"Mobile",1971,,,"Garage",10,8,9,,225000
1948,4,5,"Townhouse",2017,"ForcedAir","Central","Garage",10,9,9,1924,938898
,4,,"Single",1968,,,"Garage",10,9,9,2286,849407
1925,3,3,"Townhouse",1985,"ForcedAir","Central","Garage",9,9,9,985,886323
7463,5,7,"Single",2003,"ForcedAir","Central","Garage",8,8,9,27852,3368929
1064,2,2,"Condo",1997,"ForcedAir","Central","Garage",10,9,9,5835,665004
4544,4,3,"Single",1986,"ForcedAir","Central","Garage",10,8,9,12398,1930885
1355,3,2,"Single",1968,"ForcedAir","Central","Garage",9,9,9,1110,699005
,3,,"Single",1951,,,,9,9,9,17130,1190590
2301,4,3,"Single",2019,,,,7,9,9,,1179143
2462,4,3,"Single",2019,,,,7,9,9,,1258776
1302,2,2,"Townhouse",1994,"ForcedAir","Central","1 space",10,9,9,6562,705062
,3,,"Single",1969,,,"Garage",10,9,9,7612,861534
2434,4,3,"Single",2019,,,,7,9,9,,1258298
2801,5,3,"Single",1985,"ForcedAir","Central","Garage",9,9,9,8650,1613556
2074,4,3,"Single",1956,,,"2 spaces",8,8,9,9342,1248136
900,2,2,"Mobile",2018,"ForcedAir","Central","3 spaces",10,8,9,,283066
2434,4,3,"Single",2019,,,,7,9,9,,1249459
5125,4,4,"Single",1992,"ForcedAir","Central","3 spaces",9,7,,28318,4551125
3165,4,4,"Single",1991,"ForcedAir",,"2 spaces",9,7,,24195,3886661
4203,5,4,"Single",1959,"ForcedAir","Central","Garage",9,7,,56080,5204281
4368,5,6,"Single",2017,"ForcedAir","Central","Garage",9,7,,46100,6135465
3870,5,4,"Single",1964,,,"Garage",9,7,,7637,4939068
1740,3,2,"Single",1955,"ForcedAir",,"Garage",9,7,,3434,3350009
3160,3,3,"Single",1953,"ForcedAir",,"Garage",9,7,,3371,5100400
,5,,"Single",2012,,,,9,7,,64571,7863108
3945,5,4,"Single",1968,"ForcedAir",,"5+ spaces",9,7,,15566,3925475
1620,2,1,"Single",1920,,,"Garage",9,7,,1089,1600004
3244,5,5,"Single",2019,,"Central",,5,5,7,,3547577
1870,4,3,"Single",1958,"ForcedAir",,,8,7,,,2424954
,3,,"Single",1973,,,,4,5,6,,1030814
,4,,"Single",1885,,,,5,5,6,,792591
2000,3,2,"Single",1955,"ForcedAir","Central",,7,6,,,1593887
916,2,1,"Condo",1973,"Baseboard",,,8,7,,,732634
,,,"Multiple",1964,"Gas",,,4,5,6,,1889055
1980,3,3,"Single",1948,"ForcedAir",,,5,5,7,,1995000
,,,"Multiple",1909,"ForcedAir","Central",,5,5,7,,2081941
606,1,1,"Condo",1964,"Electric",,,5,5,7,,684167
1840,4,2,"Single",1951,"ForcedAir",,,5,5,7,,1748779
,4,,"Multiple",1947,,,,4,5,6,,1050890
2440,3,3,"Single",1974,"ForcedAir",,,8,7,,,1865609
,2,,"Single",1942,,,,7,6,,,832383
1970,3,3,"Single",1978,"ForcedAir",,,9,9,9,,1886612
2020,4,4,"Single",1951,"ForcedAir","Central",,5,5,7,,2328009
1690,3,2,"Single",1961,"ForcedAir","Central",,6,7,,,1758138
1016,2,2,"Condo",1973,,,,8,7,,,916105
1812,3,3,"Townhouse",2011,"ForcedAir",,,8,9,9,,1547778
,5,,"Multiple",1947,"ForcedAir","Central",,4,5,6,,1517465
1890,4,3,"Single",1986,"ForcedAir",,,8,9,9,,2230732
3080,5,5,"Single",1969,"ForcedAir","Central",,6,5,7,,2602602
1490,3,3,"Single",1988,"ForcedAir","Central",,5,5,7,,1463006
1637,3,1,"Single",1902,"Gas",,,7,6,,,1234031
2400,4,3,"Single",1993,"ForcedAir","Central",,5,5,7,,2195021
838,1,1,"Condo",1985,"Wall",,,8,9,9,,833061
1220,2,2,"Single",1934,"ForcedAir",,,5,5,7,,1437328
1157,3,2,"Condo",1973,,"Central",,8,7,,,920293
,2,,"Single",1948,,,,5,5,7,,957659
1460,2,1,"Single",1920,"ForcedAir",,,7,6,,,2175244
3060,5,3,"Single",1989,"ForcedAir","Central",,8,9,9,,2598958
2054,4,3,"Single",1950,"ForcedAir","Central",,5,5,7,,2251667
,2,,"Single",1927,,,,6,5,6,,1186549
2687,5,4,"Single",2019,"ForcedAir","Central",,5,5,7,,3102537
2650,4,5,"Single",2019,"ForcedAir","Central",,5,5,7,,2998012
1280,4,3,"Single",1950,"ForcedAir",,,6,5,6,,1676141
1686,3,3,"Condo",2013,"Baseboard","Central",,4,5,6,,1299012
,3,,"Single",1925,,,,5,5,7,,1224440
1016,2,2,"Townhouse",1973,"Baseboard",,,8,7,,,1034538
,3,,"Single",1961,,,,6,5,6,,1436014
2221,5,3,"Single",1969,"ForcedAir","Central",,8,9,9,,1992096
,3,,"Single",1978,,,,5,5,7,,1255748
3190,5,6,"Single",2019,"ForcedAir","Central",,5,5,7,,3343193
1150,3,2,"Single",1971,"ForcedAir","Central",,8,9,9,,1636294
389,,1,"Condo",1964,"Electric",,,5,5,7,,448433
4584,6,6,"Single",2019,"ForcedAir","Central",,5,5,7,,4399314
2060,4,3,"Single",1985,"ForcedAir","Central",,5,5,7,,2298442
2600,5,3,"Single",1976,"ForcedAir",,,5,5,7,,2537096
695,1,1,"Condo",1962,"ForcedAir",,,5,5,7,,558167
3610,5,3,"Single",1959,"ForcedAir","Central",,8,7,,,2227570
2940,4,5,"Single",2018,"ForcedAir",,,5,5,7,,2872264
389,,1,"Condo",1964,"Electric",,,5,5,7,,474812
1518,3,2,"Condo",1980,"ForcedAir",,,8,9,9,,1372917
1800,4,2,"Single",1940,"ForcedAir","Central",,6,5,6,,2031560
1412,2,2,"Condo",1989,"ForcedAir",,,4,9,9,,1316878
4579,6,6,"Single",2019,"ForcedAir","Central",,5,5,7,,4413568
,2,,"Single",1950,,,,5,5,6,,739480
,2,,"Condo",1980,,,,8,9,9,,916668
2690,5,3,"Single",1953,"ForcedAir",,,5,5,7,,1772390
764,1,1,"Condo",1985,"Wall",,,8,9,9,,841630
1290,3,1,"Single",1936,"Gas",,,4,5,6,,1467408
2082,4,2,"Single",1945,"ForcedAir",,,6,5,6,,2021851
,4,,"Multiple",1964,,,,6,5,6,,1233412
927,2,1,"Condo",1962,"ForcedAir",,,5,5,7,,705219
1550,3,2,"Condo",1979,"ForcedAir",,,5,5,7,,1129755
2060,4,3,"Single",1999,"ForcedAir","Central",,5,5,7,,1945600
2710,4,3,"Single",1999,"ForcedAir","Central",,9,9,9,,2530632
1386,2,3,"Condo",1986,"ForcedAir",,,5,5,7,,1014726
,3,,"Single",1944,,,,7,7,,,1948673
1426,3,2,"Condo",1985,"Baseboard",,,8,9,9,,1432270
2660,4,3,"Single",1995,"ForcedAir",,,8,9,9,,2523901
970,3,1,"Single",1950,"ForcedAir",,,7,6,,,1192407
2600,4,3,"Single",1941,"ForcedAir","Central",,6,5,6,,2544854
,3,,"Single",1947,,,,6,7,,,1123643
,4,,"Single",1995,,"Central",,8,9,9,,1592830
1689,3,3,"Condo",2012,"ForcedAir","Central",,4,5,6,,1338165
,,,"Multiple",1964,"Gas",,,4,5,6,,1883664
2516,4,3,"Single",1956,"ForcedAir","Central",,8,7,,,2386879
1670,3,2,"Single",1936,"ForcedAir",,,5,5,7,,2203670
1720,3,2,"Single",1948,"ForcedAir","Central",,6,5,6,,1977253
1550,3,2,"Condo",1979,"ForcedAir",,,5,5,7,,1246436
,3,,"Single",1977,,,,3,2,3,,602686
959,2,2,"Condo",1990,"Baseboard","Central",,2,5,2,,444777
2116,3,3,"Condo",2019,,,,2,5,2,,1375002
2487,3,3,"Single",2005,"ForcedAir","Central",,2,5,2,,994265
2625,2,3,"Condo",2019,,,,2,5,2,,1365008
,3,,"Single",1957,,,,4,5,5,,784645
,3,,"Single",1912,"ForcedAir",,,4,2,,,526209
2986,3,4,"Condo",2019,,,,2,5,2,,1625006
1593,3,4,"Single",2010,"ForcedAir","Central",,5,2,4,,523658
1050,2,2,"Single",1910,"ForcedAir",,,1,1,2,,417056
,4,,"Single",1955,,,,3,2,3,,552472
1742,3,3,"Single",2019,"ForcedAir","Central",,2,5,2,,779993
1054,3,2,"Single",1931,"ForcedAir",,,1,1,2,,430497
,,,"Multiple",1939,,,,4,5,5,,616429
755,2,1,"Single",1965,"Wall",,,2,1,2,,349473
,,,"Single",1982,,,,1,1,2,,389653
,3,,"Single",1961,,,,4,5,5,,737622
674,2,1,"Single",1942,,,,2,1,2,,395003
,5,,,2001,,,,5,2,4,,689648
1701,3,4,"Condo",2019,"ForcedAir","Central",,2,5,2,,677995
1771,3,2,"Single",1979,"Electric","Central",,2,5,2,,800001
,3,,"Single",1950,,,,1,1,2,,306939
1363,3,2,"Single",1963,,,,1,5,2,,518205
,2,,"Single",1952,,,,1,5,2,,413536
,4,,"Single",1985,"ForcedAir",,,6,2,3,,659911
1449,2,3,"Single",1996,"ForcedAir","Central",,2,5,2,,836918
779,1,1,"Condo",1990,"Baseboard",,,,,,,398173
1050,3,2,"Single",1917,"Wall","Central",,2,1,2,,352101
,3,,"Single",1924,"Wall",,,2,1,2,,422282
,3,,"Single",1955,,,,2,1,2,,349236
,,,"Multiple",1947,,,,1,5,5,,502881
1151,3,2,"Single",1941,"Wall","Central",,2,1,2,,613089
2795,4,3,"Single",1983,"ForcedAir","Central",,5,2,3,,894704
,2,,"Single",1942,,,,1,1,2,,351367
1613,4,2,"Single",1956,"ForcedAir",,,4,5,5,,821367
865,1,1,"Condo",1988,"ForcedAir",,,2,5,2,,419890
1188,3,2,"Single",1920,"ForcedAir","Central",,1,1,2,,458003
1051,3,2,"Single",1923,"ForcedAir",,,1,1,2,,568843
,,,"Multiple",1940,"Wall",,,1,1,2,,1470826
1851,4,3,"Single",2002,"ForcedAir",,,5,2,4,,633278
,3,,"Single",1936,,,,2,1,2,,511084
,5,,"Single",2005,"ForcedAir","Central",,5,2,4,,782719
,,,"Multiple",1944,,,,1,1,2,,775781
,,,"Multiple",1955,,,,1,1,2,,501179
,5,,,2004,,,,5,2,4,,739623
,4,,"Single",1963,,,,4,2,3,,512629
2436,4,3,"Single",1989,"ForcedAir","Central",,6,2,3,,773668
781,2,1,"Townhouse",1942,"Wall",,,2,5,2,,227753
,3,,"Single",1941,,,,1,1,2,,459890
,4,,"Single",2006,"ForcedAir",,,5,2,4,,769776
1705,3,4,"Single",2019,"ForcedAir","Central",,2,5,2,,775992
,,,"Multiple",1979,"Gas",,,2,5,2,,986592
,2,,"Single",1943,,,,2,1,2,,463587
1438,2,2,"Townhouse",1982,"ForcedAir",,,3,2,3,,390908
2391,2,3,"Condo",2019,,,,2,5,2,,945363
,,,"Multiple",1968,,,,1,1,2,,622576
2217,4,3,"Single",1979,"ForcedAir",,,5,2,3,,731292
,4,,"Single",1972,,,,2,1,2,,348130
1587,2,2,"Townhouse",1984,"ForcedAir",,,1,2,3,,492779
732,1,1,"Condo",1986,"ForcedAir",,,2,5,2,,369479
,4,,"Multiple",1941,,,,1,1,2,,525198
1630,3,2,"Single",1982,"ForcedAir",,,3,2,3,,655952
,3,,"Multiple",1961,"Wall",,,1,1,2,,1647326
1055,2,1,"Single",1926,,,,4,2,,,574672
,3,,,1996,,,,2,5,2,,797751
722,2,1,"Single",1942,"ForcedAir","Central",,,,,,493246
816,2,1,"Condo",1981,"ForcedAir","Central",,1,1,2,,297000
758,1,1,"Single",1902,"Gas",,,2,5,2,,481266
2435,4,3,"Single",2005,"ForcedAir",,,5,2,3,,713711
,2,,"Condo",1982,,,,1,1,2,,310682
1800,3,2,"Single",1963,"Wall","Wall",,1,1,2,,501324
1531,2,3,"Condo",2019,"ForcedAir","Central",,2,5,2,,643063
1145,3,2,"Single",1958,,,,4,2,3,,500391
2250,5,2,"Single",1942,"Wall",,,2,1,2,,685714
,,,"Multiple",1940,,,,1,1,2,,1471818
743,2,1,"Single",1941,,,,1,1,2,,419640
1011,2,2,"Condo",1983,"Wall",,,2,5,2,,445667
1369,2,2,"Condo",1985,,,,2,5,2,,649002
,2,,"Single",1942,,,,1,1,2,,385776
1165,4,2,"Single",1955,"Wall",,,4,2,3,,466004
2562,4,4,"Single",1990,"ForcedAir",,,3,2,3,,699004
,3,,"Townhouse",1985,,,,1,2,3,,415140
4929,5,5,"Single",2007,"ForcedAir",,,,,,,2111520
2768,3,3,"Single",1981,"ForcedAir",,,4,5,5,,876077
,3,,"Single",1959,,,,1,1,2,,414585
,2,,"Single",1960,,,,1,1,2,,412056
1705,3,2,"Single",1952,"ForcedAir",,,4,5,5,,823729
,3,,"Single",2004,,,,2,5,2,,969833
,2,,"Single",1936,"ForcedAir",,,2,1,2,,517634
844,2,1,"Single",1916,"Wall",,,2,1,2,,348141
2382,3,3,"Single",2004,"ForcedAir",,,2,5,2,,1068426
3968,4,4,"Single",1980,"ForcedAir",,,,,,,1595007
1533,3,1,"Single",1971,"Wall",,,1,5,2,,525242
781,2,2,"Condo",1942,"Wall",,,2,5,2,,178888
899,2,1,"Single",1943,"Wall",,,4,5,5,,403359
,3,,"Single",1942,,,,4,5,5,,570712
,,,"Multiple",1925,"Gas","Wall",,2,5,2,,1851493
,3,,"Single",1943,,,,1,1,2,,508471
1358,3,2,"Single",1921,"ForcedAir",,,2,1,2,,425599
2986,3,4,"Condo",2019,,,,2,5,2,,1644085
,3,,"Single",1964,,,,4,2,3,,509317
1156,2,2,"Condo",1981,"ForcedAir",,,1,2,3,,330731
,3,,"Single",1941,"ForcedAir",,,2,1,2,,534250
,,,"Multiple",1929,,,,1,1,2,,829341
,,,"Multiple",1941,,,,1,1,2,,514863
2761,4,3,"Single",2004,,"Central",,2,5,2,,1014540
,3,,"Single",1955,,,,2,1,2,,377070
722,2,1,"Single",1955,"ForcedAir","Central",,1,1,2,,420001
1219,3,2,"Single",1955,,,,4,2,3,,486456
,3,,,1996,,,,2,5,2,,866995
1194,3,1,"Single",1955,"Wall",,,1,1,2,,509488
1064,4,2,"Multiple",1927,,,,1,1,2,,417916
,4,,"Single",1970,,,,6,2,3,,699848
885,2,1,"Single",1916,"ForcedAir",,,2,1,2,,344874
,6,,"Multiple",1962,"Wall","Central",,1,1,2,,708375
,3,,"Single",2006,,,,1,1,2,,497908
847,2,1,"Condo",1992,"Baseboard",,,2,5,2,,419811
2235,4,3,"Single",1978,,,,5,2,3,,714420
,,,"Multiple",1962,,"Wall",,1,1,2,,1100698
,3,,"Single",1943,,,,4,2,3,,434206
1036,2,1,"Single",1913,,"Central",,1,1,2,,468728
855,3,1,"Single",1950,"Wall",,,1,1,2,,397833
1200,3,2,"Single",1958,,,,3,2,3,,487941
,3,,"Single",1984,,,,5,2,3,,587614
2630,2,3,"Condo",2019,,,,2,5,2,,1557149
1642,3,3,"Single",2019,"ForcedAir","Central",,1,1,2,,475514
,3,,"Single",1958,,"Central",,4,2,3,,505491
1768,3,2,"Single",1963,,,,4,2,3,,521547
,4,,,2001,,,,5,2,4,,705939
,3,,"Single",1959,,,,1,5,2,,415332
1622,2,3,"Single",2019,"ForcedAir","Central",,2,5,2,,749032
940,2,1,"Single",1965,"Wall","Central",,2,1,2,,399003
